125174.0296.wav|진짜 자극받았다고 엄청 죽인다고 랩 좋다고
125174.0297.wav|나도 열심히 해야겠다 이렇게 저한테 톡을 보내주신 거예요
125174.0298.wav|그래서 되게... 제가 마침 그때 그 전날에  '될 대로 되라고 해'를 엄청 들었었거든요
125174.0299.wav|그래서 그랬는지 몰라도 되게 감사하고
125174.0300.wav|내가 그래도 잘 냈구나 그런 생각 많이 했었어요
125174.0301.wav|그리고 저기 뒤에 가면 로브... 제가 그때 출장 갔었다고 그랬잖아요
125174.0302.wav|저기 계십니다
125174.0303.wav|장인들이 스케치한 곤룡포죠
125174.0304.wav|이 로브가 출장을 갔었던 때가 바로 이제
125174.0305.wav|스타일링 하고 한창 피팅하고 뮤비할 때
125174.0306.wav|그래서 뮤비 때 입고 싶은 옷들은
125174.0307.wav|그런 사복 같은 경우에는  제가 의견을 좀 내서
125174.0308.wav|스타일리스트 실장님이랑 같이 짜서 제 꿈을 펼친 것 같아요
125174.0309.wav|되게 재밌었어요 그리고 애들이 다 와줘서 너무 고마웠고
125174.0310.wav|저도 누가 이렇게 할 때 나도 무슨 일이 없으면  꼭 가야겠다 이런 생각을 했던 것 같아요
125174.0311.wav|애들이 그때 휴일이었는데도 불구하고 다 와줘서
125174.0312.wav|진짜... 너무 고맙다 이러면서 진짜 고마웠어요
125174.0313.wav|근데 자꾸 안 가서 제가 누구 있으면 잘 못하거든요
125174.0314.wav|아시죠? 원래 예를 들어 가족들 있으면 잘 못하는 거
125174.0315.wav|딱 그런 느낌 가족 돼서 우리 형이랑  동생 앞에서 하려니까 좀 어색한 거예요
125174.0316.wav|이런 거 해야 되는데  형 봐 이럴까 봐
125174.0317.wav|그래서 빨리 가라고 한 점  우리 지민이랑 특히 정국이한테
125174.0318.wav|미안하고 고맙다는 말 이 자리를 빌려서
125174.0319.wav|혹시 V LIVE 보고 있니? 미안해
125174.0320.wav|이런 거라도 해야 될 것 같아서
125174.0321.wav|그렇습니다
"125174.0322.wav|오케이, 이정도로 하죠 뭐 있었나, 또? 'Persona'"
125174.0323.wav|나중에 라이브 하게 되면 진짜 다 죽여버리겠습니다
125174.0324.wav|아무튼 뭐... 그래도 되게 많이 좋아해주시고 친구들 반응도 다 좋았고
125174.0325.wav|그래서 뿌듯했어요
125174.0326.wav|제 의도와 잘 맞아떨어지는 그런 랩스러운... 랩스러운?
125174.0327.wav|랩곡... 랩곡? 랩
125174.0328.wav|아무튼 언젠가 꼭 라이브할 날이  꼭 왔으면 좋겠네요
125174.0329.wav|다음 트랙 넘어가시죠
125174.0330.wav|다 아시죠?
125174.0331.wav|'작은 것들을 위한 시'입니다
125174.0332.wav|가제는 'Boy With Luv'였어요
125174.0333.wav|처음부터 'Boy With Luv'였고
125174.0334.wav|제목 같은 경우에 저희 안에서도 갑론을박이 있었는데
125174.0335.wav|결과적으로 길게 봤을 때 이 제목이 멋있을 것 같아서 제가 좀 밀었어요
125174.0336.wav|'작은 것들을 위한 시'가 멋있을 것 같다
125174.0337.wav|왜냐하면 단순히 'Boy With Luv'로 가면 사람들을 설득시키기가 좀 어렵다고 생각했어요
125174.0338.wav|'Boy With Luv'가 절대 그렇지 않지만
125174.0339.wav|되게 아무 의미없는 제목처럼 느끼는 사람들도 있을 것 같았어요
125174.0340.wav|왜냐하면 사람들은 그렇게 애정이 생기기 전까지는 뭐에 대해서 파지 않잖아요
125174.0341.wav|그래서 뭔가 그것보다...
125174.0342.wav|Melanie가 'Euphoria' 작곡가죠
125174.0343.wav|저희 'SNL' 뒤에서 코러스해준 Melanie 너무 고맙고
125174.0344.wav|왔을 때 처음에 이랬었던 것 같아요
125174.0345.wav|이런 식이에요
125174.0346.wav|그래서 이게 스타카토... 뭐라고 그래야 되지?
125174.0347.wav|트리플렛이 아니고 두 개씩 이게...
125174.0348.wav|이거잖아요
125174.0349.wav|이거 한글을 붙이는 게... 여러분 한번 붙여보세요
125174.0350.wav|이거 말고 다른 걸로 진짜 어려워요 한글 붙이기
125174.0351.wav|이걸 한... 이 부분만 3일 생각한 것 같아요
125174.0352.wav|Listen my my baby를 어쩔 수 없... 그래서 결국에는 유지하는 방향으로 갔는데
125174.0353.wav|잘한 것 같아요 그건 그런데
125174.0354.wav|한글을 붙여보세요 진짜 되게...
125174.0355.wav|어색해요 되게 어색해요
125174.0356.wav|이 멜로디에 맞는 가사를 찾는 게 진짜 힘들었고
125174.0357.wav|정말 이 말 자체는 여러분만 알 수 있죠
125174.0358.wav|Listen my my baby 나는 저 하늘을 높이 날고 있어
125174.0359.wav|그때 니가 내게 줬던 두 날개로 제가 꾸준히 언급하는 날개
125174.0360.wav|이제 여긴 너무 높아 난 내 눈에 널 갖다 맞추고 싶다
125174.0361.wav|그냥 같이 이렇게 하고 이렇게 하면 좋겠다 그거거든요
125174.0362.wav|그래서 제가 썼지만 되게 잘 썼다고 생각하고
125174.0363.wav|잘 쓴 것 같아요 어색하지 않게 잘  썼고
125174.0364.wav|제일 오래 걸렸던 파트는 사실은 모든 게 궁금해 How’s your day 이 파트예요
125174.0365.wav|모든 게가 안 나와서 여기 보면 제가 방PD님이랑 왔다 갔다 하면서 카톡한 게 있는데
125174.0366.wav|네가 난 궁금해 How’s your day 어떤지 궁금해 How’s your day
125174.0367.wav|정말로 궁금해 How’s your day
125174.0368.wav|너무나 궁금해 How’s your day
125174.0369.wav|네가 참 궁금해 How’s your day Baby 궁금해 How’s your day 별게 다 있어
125174.0370.wav|모든 게를 찾는 게 왜 이렇게 오래 걸리는지
125174.0371.wav|정작 가장 쉬운 말이 잘 안 나와요
125174.0372.wav|'I NEED U' 때도 넌 너무...
125174.0373.wav|너무 차가워가 되게 적절한 표현이잖아요 거기 'I NEED U' 노래에서 그런데
125174.0374.wav|너무 차가워를 찾는데  진짜 오래 걸렸어요
125174.0375.wav|잘 이해가 안 가실 수도 있는데
125174.0376.wav|아무튼 그래서 되게 재밌게 썼고 이거에 대해서  좀 재밌게 내가 들려드릴 수 있는 건
125174.0377.wav|이게 홉이 랩이 원래 있었는데 홉이가 플로어를 되게 잘 썼어요
125174.0378.wav|근데 랩을 잘 썼는데 뭔가 약간 아쉽다고 해서
125174.0379.wav|저한테 SOS를 해서 제가 약간 수정을 해준 부분이 있습니다
125174.0380.wav|그 홉이 시작할 때 홉월드 나오죠? 그거 제가 하는 겁니다
125174.0381.wav|그래서 원래 이제...
"125174.0382.wav|잠시만, 컴퓨터가 맛이 가려고 그래"
"125174.0383.wav|안 돼, 안 돼 지금은 아니야"
"125174.0384.wav|이따가... 어, 지금 참아 지금은 아니야 알지?"
125174.0385.wav|이게
125174.0386.wav|제이홉으로 시작할 건데 어디 갔지? 아까 나왔었는데 잠깐만요
125174.0387.wav|이건가 보다
125174.0388.wav|이걸 약간 좀 더 변칙적으로 만들고 싶다고 해서
125174.0389.wav|그때 제가 제 랩을 써야 되는데 일단  홉이 거부터 도와줄 게 있으면 빨리 도와주고
125174.0390.wav|빨리 내 걸로 넘어와야겠다 이제 그런 상황이었어요
125174.0391.wav|제가 가사 다 쓰고
125174.0392.wav|제 걸 못 쓴 거예요 나 브릿지 남았는데 그걸 못 써서
125174.0393.wav|그래서 홉이 걸 제가 녹음한 버전이 있어요 들어보세요
125174.0394.wav|되게 웃기죠? 이런 비하인드가 있었습니다
125174.0395.wav|다행히 해줬는데 홉이가 마음에 들어해서
125174.0396.wav|회사 프로듀서들도 마음에 들어해가지고 좀...
125174.0397.wav|이렇게 마무리가 잘된 그런 곡이에요
125174.0398.wav|그래서 다 쓰고 마지막에 썼던 게 이거 랩이었어요
125174.0399.wav|툭 까놓고 말할게 그래서
125174.0400.wav|제가 그때 완전히 번아웃이 돼서 다른 수곡록 가사 때문에
125174.0401.wav|내가 이제 타이틀 랩을 써야 되는데 제일 중요하잖아요 타이틀 랩이
125174.0402.wav|어떻게 하지? 그러다가 브릿지도 또 되게 단순한 거예요
125174.0403.wav|거기 드럼도 다 빠지거든요 들어보시면
"125174.0404.wav|어떡하지? 그러다가 그래, 이건 되게 솔직한 이야기니까"
125174.0405.wav|까놓고 얘기하자 그래서 나온 게 툭 까놓고 말할게
125174.0406.wav|이거였어요 그래 이거 나오는 거
125174.0407.wav|툭 까놓고 말할게
125174.0408.wav|그래서 일단 툭 까놓고 말할게를 써놓고 어떻게 어떻게 해서 완성을 했던 곡입니다
125174.0409.wav|'작은 것들을 위한 시'가 원래 '작은 것들을 위한 시'가 있었고
125174.0410.wav|그다음에 '너라는 세계'라는 제목이 있었고 그다음에 'Boy With Luv'였는데
125174.0411.wav|근데 'Boy With Luv'만으로  다 설명이 안 되고
125174.0412.wav|'작은 것들을 위한 시'라는 것만으로도 설명이 안 돼요
125174.0413.wav|이렇게 '작은 것들을 위한 시' 옆에 'Boy With Luv' 라는 부제가... 정말 부제로서 탁월하다고 생각하는 게
125174.0414.wav|이 두 개가 같이 있어야지 어떤 뭐랄까?  노래의 온전함을 메꿔주는 듯한 느낌?
125174.0415.wav|그리고 Halsey 목소리가 덧대져서 되게 노래가 상큼상큼해지면서
125174.0416.wav|드라이브할 때 들어봤는데 진짜 좋더라고요
125174.0417.wav|완전히 이건 드라이브송이다 그렇게 생각을 했던 것 같습니다
125174.0418.wav|별 얘기 안 했는데 벌써 30분이네
125174.0419.wav|잘 듣고 계시나요?
125174.0420.wav|재밌게 하고 있는지 모르겠습니다
125174.0421.wav|넘어갈게요
125174.0422.wav|시끄러워
125174.0423.wav|아 이거는 여기서부터 이미 좋아 사실 너무 좋아
125174.0424.wav|이거는 콘서트에서 하면 진짜 죽일 것 같아요
125174.0425.wav|모두 소리 질러!
125174.0426.wav|이걸로 끝났죠
"125174.0427.wav|You got me, I got you, 떼창하는 순간 이제 우리는 약간 We are the world 알죠"
125174.0428.wav|약간 네가 방탄이고 내가 아미인 약간 이런 느낌
125174.0429.wav|이거는 아마 언젠가는 라이브를 할 일이 있으면 콘서트에서 가장 빛을 발하지 않을까
125174.0430.wav|그런 생각이 듭니다
125174.0431.wav|원래는 'Mikrokosmos' 만으로 갈 뻔했어요
125174.0432.wav|근데 멤버들의 강력한 의견으로 '소우주'라는 한글 제목이 생겼는데
125174.0433.wav|너무 다행인 것 같아요
125174.0434.wav|'소우주'라고 한 게 되게 잘 된 것 같고
125174.0435.wav|그리고 제 랩 파트에 들어보시면 아시겠지만
125174.0436.wav|그냥 제가 알카이브라는 걸 재미있게
125174.0437.wav|죄송합니다 탄산수를 먹어서...
125174.0438.wav|알카이브라는 사운드를 재미있게 넣었죠
125174.0439.wav|그래서 이게 사실 제가 제일 아쉬운 부분이 뭐냐면
125174.0440.wav|이게 서로 정신없이 각자 작업하고 녹음하다 보니까 이걸 못 넣었어요
125174.0441.wav|이걸 넣었어야 되는데
125174.0442.wav|이게 뭐냐면
125174.0443.wav|이걸 넣었어야 되거든요 떼창으로
125174.0444.wav|이렇게 가야 되는데 이걸 안 넣었어 이걸 넣자고 했어야 되는데
125174.0445.wav|이걸 넣자고 해야지? 해야지? 그러다가
125174.0446.wav|깜빡한 거예요
125174.0447.wav|근데 이 믹스 다 넘어가가지고 아 제일 아쉽네
125174.0448.wav|근데 이제부터는 이걸 들으실 때마다 자체적으로 이걸 꼭 넣어주셔야 해요 알겠죠?
125174.0449.wav|이걸 들을 때마다 꼭 'Hey'를 해주셔야 해요
125174.0450.wav|나온다 나온다
125174.0451.wav|간다 간다
125174.0452.wav|'작은 것들을 위한 시' 시작할 때도 'Hey! 모든 게 궁금해' 그거처럼
125174.0453.wav|여기도 약간 'Hey'가 들어가야 하는데 'Hey'가 안 들어간 게 제일 아쉽다
125174.0454.wav|이런 말씀을 드립니다
125174.0455.wav|그리고 제가 여기서 가장 좋아하는 가사는 '가장 깊은 밤에 더 빛나는 별빛'입니다
125174.0456.wav|이거 진짜 좀 잘한 것 같아요
125174.0457.wav|죄송합니다
125174.0458.wav|원래 그리고 이게... 뭐야 음이 뭐죠?
125174.0459.wav|저희 곡인데
125174.0460.wav|가사가...
125174.0461.wav|제가 보컬이 아니라서
125174.0462.wav|로 애들이 녹음을 한 거예요
125174.0463.wav|'야 우린'으로
125174.0464.wav|'야 우린' 이렇게 녹음을 해서 제가 왜 그렇게 했냐
125174.0465.wav|'우린'을 살려주는 게 뭔가 가사가 잘 안 들리겠냐라고 했는데
125174.0466.wav|그렇게 하는 게 더 좋아서 그랬다고 해서
125174.0467.wav|제가 '우린'으로 해줬으면 좋겠다라고 해서 '우린'으로 바뀌었습니다
"125174.0468.wav|근데 모르겠어요 장단점이 있는 것 같은데, 아무튼"
125174.0469.wav|'야 우린'은 뭔가 '우린'의 그 느낌이 조금 떨어지는 것 같아서
125174.0470.wav|이게 약간 발음적으로는 조금 덜 찰진 것 같긴 한데
125174.0471.wav|그래도 의미가 좀 더 살아서 이걸로 한 거고
125174.0472.wav|이 노래는 모두가 하나의 우주라는 얘기죠
"125174.0473.wav|하나의 작은 우주고, 너도 하나의 작은 우주고"
125174.0474.wav|이걸 작업하면서 집에 오면서 밖에서 이어폰 끼면서 쓰는데
125174.0475.wav|이렇게 사람 몸이 엑스레이처럼 투과되면서 투명해지면서
125174.0476.wav|이렇게 우리 인체의 조직도 있잖아요
125174.0477.wav|그런 게 별자리처럼 이렇게 막 빛나는 그런 비주얼을 상상을 하면서 썼어요
125174.0478.wav|그래서 실제로 수록곡 중에도 반응이 가장 좋은 노래인 것 같고
125174.0479.wav|정말 여러모로 좋은 곡이라고 생각합니다
125174.0480.wav|넘어가시죠 '소우주'
125174.0481.wav|그리고 사실 이건 그냥 농담이지만
125174.0482.wav|저희끼리 '소우주' 할 때마다 소주 한 잔 해 이러면서
125174.0483.wav|소주...
125174.0484.wav|다음
125174.0485.wav|우주 비행사님들 보고 계신가요
125174.0486.wav|감사합니다
125174.0487.wav|제가 아까 '작은 것들을 위한 시'가 드라이브 송이라고 말씀드렸는데
125174.0488.wav|이거 만만치 않아요
125174.0489.wav|이게 진짜 단순하잖아요
125174.0490.wav|멜로디 완전 단순하고 비트도
"125174.0491.wav|그런 소리, 관악기 소리나 멜로디나 구성이 되게 단순한데"
125174.0492.wav|진짜 그냥 아무 생각없이 들으면서 약간 무드 그런 거 있잖아요
125174.0493.wav|해시태그 무드 그런 거 하기에 너무 좋은 노래
"125174.0494.wav|드라이브할 때 들으면 환상입니다 저녁, 밤에"
125174.0495.wav|참고로 제가 운전하진 않았어요
125174.0496.wav|아무튼
125174.0497.wav|여기가 원래 한글 가사가 있었어요 제가 썼던
125174.0498.wav|아마
125174.0499.wav|근데 시런 형님이 꼭 여기 부분은 송라이터로서
125174.0500.wav|꼭 살려줬으면 좋겠다고 해서 가사를 조금 원래대로 유지를 했는데
125174.0501.wav|원래가... 근데 잘한 것 같아요 결과적으로
125174.0502.wav|영어로 바꾼 게 좀 더 잘했던 결정인 것 같아요
125174.0503.wav|원래 가사가
125174.0504.wav|'얼어버린 땀과 굳어버린 마음과' 뭐 이런 거였던 것 같아요
125174.0505.wav|그래서 그렇게 되면 어떻게 되냐
125174.0506.wav|약간 이런 거였는데
125174.0507.wav|'얼어버린 땀'이라는 표현을 제가 되게 좋아해서
125174.0508.wav|아쉽지만 그래도
125174.0509.wav|막상 나와보니까 영어로 한 게 잘한 게 아닌가
125174.0510.wav|이 부분이라도 뭔가 다들 따라할 수 있는 부분이 된 것 같아서
125174.0511.wav|아무튼 최고의 드라이브 송이고
125174.0512.wav|제가 정말 데뷔 때 들으신 분도 있고...
125174.0513.wav|들으신 분도 있고 못 들으신 분도 있을 것 같은데
"125174.0514.wav|데뷔 때, 지금 들으면 되게 오글거리지만"
125174.0515.wav|프리스타일로 했던 스킷에서부터 시작됐던 사막과 바다를 헤매는
125174.0516.wav|약간 카우보이를 비주얼로 삼고 작업을 했어요
125174.0517.wav|그렇게 이미지를 상상하고 작업하면 되게 도움이 많이 돼요
125174.0518.wav|그래서 서구의 총잡이인데
125174.0519.wav|황야를 헤매며 사막과 바다들을 건너 그대들에게로 돌아가는
125174.0520.wav|약간 그런 뭔가 고독한 여정 이런 걸
125174.0521.wav|계속 생각을 하면서 작업을 했던 것 같아요
125174.0522.wav|'환영받지 못했던 사람'
125174.0523.wav|'초대받지 못했던 사람'
125174.0524.wav|'끝도 보이지 않던 영원의 밤' 이라는 가사가 생각났을 때
125174.0525.wav|너무 좋았어요 기분이
"125174.0526.wav|오랜 시간을 고민하다가 저런 가사가, 제가 개인적으로 마음에 드는 가사가 나오면"
125174.0527.wav|진짜 쾌감이 쩔거든요
125174.0528.wav|근데 '끝도 보이지 않던 영원의 밤'
125174.0529.wav|'내게 아침을 선물한 건 너야'라는 가사가 생각이 났을 때
125174.0530.wav|가장 쾌감이 들었던 것 같고
125174.0531.wav|사실 원래 이 오래는 보컬라인 유닛 곡이 될 뻔했었던 곡인데
125174.0532.wav|에드 형님이 다 같이 참여를 해봤으면 좋겠다고 해서
125174.0533.wav|'봄날'처럼 '봄날'의 그런 느낌으로 갔으면 좋겠다고 해서
125174.0534.wav|랩을 넣게 됐고요
125174.0535.wav|근데 결과적으로 약간 구성이 되게 단순한데
125174.0536.wav|음들이나 이런 게
125174.0537.wav|랩이 중간에 들어가서 한 번씩 잡아주는 게 좋게 된 것 같다는 생각이 듭니다
125174.0538.wav|제가 무슨 얘기하고 있는지는 모르겠네요
125174.0539.wav|아무튼 최대한 진솔하고 재미있게 얘기하려고 노력하고 있습니다
125174.0540.wav|이번 앨범에 조금 더 애정을 가져주시길 바라면서
125174.0541.wav|다음 곡으로 넘어가 볼게요
125174.0542.wav|'HOME'
125174.0543.wav|이 노래 진짜... 이 노래 진짜 좋아요
125174.0544.wav|여기서 약간 분위기를 전환하죠 다시  약간 좀...
125174.0545.wav|발랄하게 전환을 하고 이거 되게 올드스쿨한 노래
125174.0546.wav|나오면서 여기서부터 이미 너무 좋다 내가 어렸을 때 듣고 자란 음악
125174.0547.wav|그래서 이거는
125174.0548.wav|사실 보면 이게 좀 전반적으로 제 애드리브가 삽입이 되어 있잖아요 여러 군데
"125174.0549.wav|이렇게 했던 게 어렸을 때 듣고 자랐던 노토리어스 비아이지, 비기의 노래를 보면"
125174.0550.wav|같이 비기의 동료였던 주니어 마피아나 아니면 퍼프 대디가
125174.0551.wav|비기의 'Juicy'라는 노래... 되게 히트곡인데
125174.0552.wav|이 노래 들어보면 되게 올드스쿨한 그런 비트에
125174.0553.wav|그런 주니어 마피아나 피디디가 막 이렇게 해요
125174.0554.wav|이러면서 그런 게 생각이 나서
125174.0555.wav|항상 저희 곡들을 작업하면서 아쉬웠던 게 저희가 되게 분업이잖아요
125174.0556.wav|말 그대로 가사나 멜로디 비트까지 하나하나 다 컴피티션이고
125174.0557.wav|좋은 거 무조건 채용해서 쓰는 건데 누가 썼던 간에
125174.0558.wav|근데 그러다가 보니까 좀 안 좋은 점이
125174.0559.wav|결과적으로 하나의 그림을 우리가 빠르게 못 모으고 의견을 취합하기가 좀 어렵더라고요
125174.0560.wav|따로 서로 작업실에서 작업하고 그러다 모여서 의견을 주고받을 자리가 많이 없어서
125174.0561.wav|이걸 들었을 때 항상 아쉬웠던 게
125174.0562.wav|곡이 보컬이랑 랩이 너무 분리되어 있는 게  항상 아쉬웠어요
125174.0563.wav|그래서 보컬 나오고 랩 벌스 딱 나오고 다시 보컬 딱 나오고
125174.0564.wav|그래서 뭔가 팀인데 어쨌든 떼창 빼고 융화되는 느낌이 있었으면 좋겠다라고 생각해서
125174.0565.wav|이거 'HOME' 은 피독 형한테 제가
125174.0566.wav|이거는 제가 조금 애드리브를 해서 처음부터 쭉 해서 한번 보내볼 테니까
125174.0567.wav|여기에서 괜찮은 것만 갖다 써주세요
125174.0568.wav|했는데 결과적으로 조금 더 곡이 풍성...
125174.0569.wav|제 생각보다 조금 많이 써주시긴 했는데
125174.0570.wav|그래도 곡이 좀 풍성해진 것 같지 않나요?
125174.0571.wav|아니면 말고
125174.0572.wav|그래요 그렇습니다
"125174.0573.wav|그리고 저희 많이 도와주신 정바비 형님, 송재경 형님이"
125174.0574.wav|중간중간 B파트나 브릿지 부분을... 가사를 도와주셨고요
125174.0575.wav|그다음에 원래 가이드 들었을 때
125174.0576.wav|죄송해요 탄산수 진짜
125174.0577.wav|원래 가이드를 들었을 때 멜로디가 약간 이랬어요
125174.0578.wav|원래 가이드가 약간
125174.0579.wav|이렇진 않았는데 가사가
125174.0580.wav|약간 이랬어요
125174.0581.wav|근데 이게 진짜 가사를 붙이는 게 진짜 어려운 게
"125174.0582.wav|약간 좀 섹시하잖아요, 그 음이"
125174.0583.wav|이렇잖아요
125174.0584.wav|그것도 그렇고 되게 처음에 여자분이 가이드해주셨을 때 약간
125174.0585.wav|이런 느낌이 있어서 이걸 살리기가 너무 힘든 거예요
125174.0586.wav|왜냐하면 'HOME'이랑 '집'이 노래의 키워드인데
125174.0587.wav|처음에 한 번 붙여보자
125174.0588.wav|오랜만이야 My home
125174.0589.wav|다녀왔어 Hi my house
125174.0590.wav|진짜 웃기죠?
125174.0591.wav|이랬으면 노래가 굉장히 별로였을 겁니다
125174.0592.wav|오랜만이야 나의 집
125174.0593.wav|내가 돌아왔어
125174.0594.wav|그래서 찾다 찾다가
125174.0595.wav|그 노래 있잖아요
125174.0596.wav|이거
125174.0597.wav|제가 정말 좋아하는 곡인데
125174.0598.wav|Mi Casa 라는 그게 너무 인상적이어서 옛날에 찾아봤어요
125174.0599.wav|아마 스페인어일 겁니다
125174.0600.wav|이게 생각이 난 거예요 Mi Casa가
125174.0601.wav|Mi Casa로 썼죠 그래서
125174.0602.wav|다행히 Mi Casa라는 단어가 있어서 얼마나 다행입니까 진짜로
125174.0603.wav|Mi Casa가 없었으면 나의 집 아니면 나의 하우스로 됐을 거예요
125174.0604.wav|아니면 My home으로
125174.0605.wav|아마 그곳이 My home
125174.0606.wav|별로죠?
125174.0607.wav|그런 굉장히 여러 가지 시행착오가 있습니다
125174.0608.wav|아무튼 이 'HOME'이 제가 좀 비하인드... 어쨌든 이 곡에 참여한 사람으로서 굉장히 민망하지만
125174.0609.wav|여러분이죠
125174.0610.wav|전 세계 어디에 있든 여러분이 있는 곳이 저의 집이고
125174.0611.wav|그곳이 우리의 품이다 돌아갈게
125174.0612.wav|'Make It Right'에서 환영받지 못했던 사람이 'HOME'으로 돌아가는 거죠
125174.0613.wav|이렇게까지 자세하게 얘기해도 되나?
125174.0614.wav|아무튼 이건 제 생각이에요
125174.0615.wav|저한테 이렇게... 그냥 저는 그렇게 느껴요
125174.0616.wav|이게 1번 2번 3번 4번 5번 6번 7번이 절대로 이유없이 배치가 된 게 아니고
125174.0617.wav|다 각각의... 정말 'Persona'에서 고민을 시작하고
125174.0618.wav|깨닫죠 작은 것들에 집중해야겠다
125174.0619.wav|사소한 것들의 사랑에 대해서 이야기하고
125174.0620.wav|사소한 것들에 대해서 사랑에 대해서 이야기하니까
125174.0621.wav|우리는 정말 사소한 것들이 모여서 만들어진 하나의 '소우주'였구나
125174.0622.wav|작은 우주였구나를 깨닫고
125174.0623.wav|그렇지만 이 '소우주'였지만 환영받지 못했던 '소우주'가
125174.0624.wav|결국에는 나의 집이 나의 집이 아니라
125174.0625.wav|네가 있는 곳이... 너라는 '소우주'가 있는 곳이 나의 집이었음을 깨닫고 돌아가죠
125174.0626.wav|그런 이야기라고 생각해요
125174.0627.wav|이 노래를...  제목을 읽기 어려워하시는 분들이 있어서
125174.0628.wav|'자메뷰'입니다
125174.0629.wav|데자뷔 그리고 상극에 있는 게
125174.0630.wav|데자뷔의 상극에 있는 게 자메뷰고요
125174.0631.wav|데자뷔는 기시감
125174.0632.wav|내가 처음 겪는 건데 어디에서 본 것 같은 거 그게 데자뷔이고
125174.0633.wav|자메뷰는 반대로 미시감
125174.0634.wav|내가 몇 번 겪었던 건데 처음 겪는 것 같은 거
125174.0635.wav|제가 옛날에 홍대 길거리가 그랬어요
125174.0636.wav|상상마당 그 쪽 있잖아요 메인 스트리트
125174.0637.wav|요즘에 갈 일이 크게 없지만
125174.0638.wav|옛날에 한창 중학교 때 다녔을 때는
125174.0639.wav|10번을 넘게 갔는데  어디가 어딘지를 모르겠는 거예요
125174.0640.wav|제가 가던 라이브 클럽... 라이브 공연하는 그런  장소들이 도대체 어디 있는지를 모르겠어서
125174.0641.wav|10번을 넘게 갔는데 어디인지 몰라서 헤맸던 그게 자메뷰구나
"125174.0642.wav|그럼 길치인가, 자메뷰는? 아무튼 그런 곡이고"
125174.0643.wav|이 노래가 제일 슬퍼요  저는 이 앨범에서 제일 슬퍼요
125174.0644.wav|가이드 들었을 때도 너무 찡했고
125174.0645.wav|제가 유닛곡이라 제 목소리는 없지만 제가 가사를 썼으니까
125174.0646.wav|그래서 이게 들을 때마다 되게 슬퍼요 진짜
125174.0647.wav|특히 정국이가 Please give me a remedy할 때 진짜 되게 찡한 게 오는 게 있어요
125174.0648.wav|이 노래는 약간 좀 들으면  이게 무슨 내용이지? 할 수 있는데
125174.0649.wav|처음부터 게임이라는 걸 테마로 잡고 시작한 겁니다
125174.0650.wav|이건 사실 많은... 제가 많은 해석이나 여러 가지 연계해서 다 말씀드릴 수는 없는데
125174.0651.wav|아무튼 처음부터 게임이라고 생각을 했어요 이 노래는 게임이다
125174.0652.wav|게임이 세계관인 거예요 여기는 게임 안에 있는 거고
125174.0653.wav|RPG 게임...  특히 콘솔게임 하다 보면
125174.0654.wav|죽으면 리스펀 돼서 저장 위치로 돌아가거나
125174.0655.wav|아니면 아예 처음부터 시작해야 되는 게임 있잖아요 장비 같은 거 다 빼앗기고
125174.0656.wav|그런 거라고 생각했어요
125174.0657.wav|그래서 너가 있고  뭔가 너를 설득해서
125174.0658.wav|아니면 같이 동행해서 가야 되는 그런 게임인데 계속 죽는 거예요
125174.0659.wav|떨어지고 넘어지고
125174.0660.wav|왜냐하면 내가 이 게임이 처음이니까
125174.0661.wav|그래서 그 게임을 하면서 RPG... RPG가 아니지
125174.0662.wav|예를 들면 젤다라든지
125174.0663.wav|여러 가지 게임을 하면서 느꼈던 상실감과 허탈감을 좀 많이 담아내려고 했고
125174.0664.wav|너무 새로운 유닛 조합이잖아요 이게
"125174.0665.wav|제이홉, 정국, 진"
125174.0666.wav|어떻게 만들어질까 했는데
125174.0667.wav|되게 잘 나왔어요
125174.0668.wav|이 노래는 많은... 뭐랄까
125174.0669.wav|멤버들이 나오기 전에 가장 좋아하던 곡이었고
125174.0670.wav|그리고 유닛이 아닌 친구들이 되게 부러워했어요
125174.0671.wav|저랑 지민이랑 태형이랑 엄청 되게 부러워했던
125174.0672.wav|나도 이런 노래 하고 싶다 했던 노래입니다
125174.0673.wav|그리고 보면 마지막에...  맨 마지막에 뒤에서 목소리가 들리는데
"125174.0674.wav|쉽지 않아 관둘 거냐고? No, no never 하는 이 목소리가 홉입니다"
125174.0675.wav|혹시 모르시는 분들이 있을까 봐
125174.0676.wav|여기서 홉이가 같이 마지막에 진 형과 정국이와 같이 노래를 하고 있습니다
125174.0677.wav|아무튼 제가 많은 걸 하는 노래는 아니라 가사에서 할 말이 많이는 없는데
125174.0678.wav|어쨌든 제가 너무 좋아하는 노래고요
"125174.0679.wav|슬프고, 들으면 엄청 슬퍼지는 아련한..."
125174.0680.wav|이거 하나 있네요
125174.0681.wav|도입부 진 형 파트에
125174.0682.wav|'아른대는 Game over over over' 이거 있잖아요
125174.0683.wav|이거를 진이 형이 처음에
125174.0684.wav|이렇게 한 걸 녹음 해놓은 거예요
125174.0685.wav|가이드가 약간 그렇게 들렸나 봐요 그래서...
125174.0686.wav|이거 다시 '아른대는 Game over' 이거로 바꿨으면 좋겠다고 했는데
125174.0687.wav|그런데 이게 너무 재밌어서
125174.0688.wav|이게 너무 재밌어서 서로 되게 많이 웃었던
125174.0689.wav|그런 일화가 있습니다
